STRAIGHT_DEM,STRAIGHT_GOP,STRAIGHT_ALL,SPLIT_BIDEN,SPLIT_TRUMP,SPLIT_ALL,TOTAL_BIDEN,TOTAL_TRUMP,TOTAL_ALL,GOP_Straight,DEM_Straight,GOP_Split,DEM_Split,prop_split,trump,biden
292,681,983,327,419,771,619,1100,1754,0.692777213,0.297049847,0.543450065,0.424124514,0.439566705,0.62713797,0.35290764
256,567,829,303,291,618,559,858,1447,0.683956574,0.30880579,0.470873786,0.490291262,0.427090532,0.592950933,0.386316517
474,330,826,326,215,548,800,545,1374,0.399515738,0.573849879,0.392335766,0.594890511,0.398835517,0.396652111,0.58224163
342,454,804,305,280,606,647,734,1410,0.564676617,0.425373134,0.462046205,0.50330033,0.429787234,0.520567376,0.458865248
425,491,928,375,286,680,800,777,1608,0.529094828,0.457974138,0.420588235,0.551470588,0.422885572,0.483208955,0.497512438
387,711,1111,447,398,872,834,1109,1983,0.639963996,0.348334833,0.456422018,0.512614679,0.439737771,0.559253656,0.420574887
350,531,892,347,386,759,697,917,1651,0.59529148,0.392376682,0.5085639,0.457180501,0.459721381,0.555420957,0.422168383
340,502,856,322,327,656,662,829,1512,0.586448598,0.397196262,0.49847561,0.490853659,0.433862434,0.548280423,0.437830688
403,532,949,368,344,734,771,876,1683,0.560590095,0.424657534,0.46866485,0.501362398,0.436125966,0.520499109,0.458110517
302,715,1028,295,312,637,597,1027,1665,0.695525292,0.293774319,0.489795918,0.46310832,0.382582583,0.616816817,0.358558559
370,571,952,411,257,695,781,828,1647,0.599789916,0.388655462,0.369784173,0.591366906,0.421979356,0.50273224,0.474195507
487,319,823,219,164,391,706,483,1214,0.387606318,0.591737546,0.41943734,0.560102302,0.322075783,0.39785832,0.5815486
295,197,507,120,87,211,415,284,718,0.388560158,0.581854043,0.412322275,0.568720379,0.293871866,0.395543175,0.577994429
541,362,930,232,154,381,773,516,1311,0.389247312,0.58172043,0.404199475,0.608923885,0.290617849,0.393592677,0.58962624
190,309,504,102,162,274,292,471,778,0.613095238,0.376984127,0.591240876,0.372262774,0.35218509,0.605398458,0.375321337
518,370,902,309,197,524,827,567,1426,0.410199557,0.574279379,0.375954198,0.589694656,0.367461431,0.397615708,0.579943899
354,277,646,195,156,358,549,433,1004,0.42879257,0.547987616,0.43575419,0.544692737,0.356573705,0.4312749,0.546812749
369,510,895,310,272,589,679,782,1484,0.569832402,0.412290503,0.46179966,0.526315789,0.39690027,0.526954178,0.45754717
295,237,549,112,109,228,407,346,777,0.431693989,0.537340619,0.478070175,0.49122807,0.293436293,0.445302445,0.523809524
583,353,963,243,179,430,826,532,1393,0.366562825,0.605399792,0.41627907,0.565116279,0.308686289,0.381909548,0.592964824
451,247,711,159,95,262,610,342,973,0.347398031,0.634317862,0.36259542,0.606870229,0.269270298,0.351490236,0.62692703
440,151,605,152,82,244,592,233,849,0.249586777,0.727272727,0.336065574,0.62295082,0.287396938,0.274440518,0.697290931
346,182,540,134,93,230,480,275,770,0.337037037,0.640740741,0.404347826,0.582608696,0.298701299,0.357142857,0.623376623
380,373,775,190,136,335,570,509,1110,0.481290323,0.490322581,0.405970149,0.567164179,0.301801802,0.458558559,0.513513514
249,270,532,171,156,345,420,426,877,0.507518797,0.468045113,0.452173913,0.495652174,0.393386545,0.485746864,0.478905359
223,201,435,126,116,246,349,317,681,0.462068966,0.512643678,0.471544715,0.512195122,0.36123348,0.465491924,0.512481645
280,334,624,185,121,319,465,455,943,0.53525641,0.448717949,0.379310345,0.579937304,0.338282078,0.482502651,0.493107105
550,243,821,180,110,287,730,353,1108,0.295980512,0.669914738,0.383275261,0.6271777,0.259025271,0.318592058,0.658844765
259,258,532,198,129,325,457,387,857,0.484962406,0.486842105,0.396923077,0.609230769,0.379229872,0.451575263,0.533255543
498,364,888,255,218,486,753,582,1374,0.40990991,0.560810811,0.448559671,0.524691358,0.35371179,0.423580786,0.548034934
479,389,885,253,187,451,732,576,1336,0.439548023,0.541242938,0.414634146,0.56097561,0.33757485,0.431137725,0.547904192
509,555,1083,314,288,620,823,843,1703,0.512465374,0.469990766,0.464516129,0.506451613,0.364063417,0.495008808,0.483264827
314,287,611,190,145,340,504,432,951,0.469721768,0.51391162,0.426470588,0.558823529,0.357518402,0.454258675,0.529968454
554,347,929,312,219,535,866,566,1464,0.373519914,0.596340151,0.409345794,0.58317757,0.365437158,0.386612022,0.591530055
438,506,968,335,273,620,773,779,1588,0.522727273,0.452479339,0.440322581,0.540322581,0.390428212,0.490554156,0.486775819
287,510,803,310,303,636,597,813,1439,0.635118306,0.357409714,0.476415094,0.487421384,0.441973593,0.564975678,0.414871438
254,274,535,272,145,430,526,419,965,0.512149533,0.474766355,0.337209302,0.63255814,0.445595855,0.434196891,0.54507772
234,328,568,227,148,387,461,476,955,0.577464789,0.411971831,0.382428941,0.586563307,0.405235602,0.498429319,0.482722513
379,647,1036,382,334,737,761,981,1773,0.624517375,0.365830116,0.453188602,0.518317503,0.415679639,0.553299492,0.429216018
326,514,845,351,307,684,677,821,1529,0.608284024,0.385798817,0.448830409,0.513157895,0.44735121,0.536952256,0.442773054
324,765,1092,374,323,720,698,1088,1812,0.700549451,0.296703297,0.448611111,0.519444444,0.397350993,0.600441501,0.385209713
