"year","district","VOTE","REP_lag","TURNOUT","INC","INC_lag","partycontrol","unc","unc_lag","REPUBLICAN_IMPUTED","REPUBLICAN_LAG_IMPUTED"
2012,14,0.231056605846768,NA,327634,-1,NA,NA,-1,NA,0.25,NA
2012,15,0.567505474869342,NA,297724,1,NA,NA,0,NA,0.567505474869342,NA
2012,16,0.584163933322612,NA,267377,1,NA,NA,0,NA,0.584163933322612,NA
2012,17,0.396889398769063,NA,267601,-1,NA,NA,0,NA,0.396889398769063,NA
2012,18,0.639552280647912,NA,338873,1,NA,NA,0,NA,0.639552280647912,NA
2014,1,0.171628555739992,0.150514972825891,158441,-1,-1,-1,-1,-1,0.25,0.25
2014,2,0.122965265471729,0.0949518854694971,206538,-1,-1,-1,-1,-1,0.25,0.25
2014,3,0.606310240161883,0.572289385316763,187790,1,1,1,0,0,0.606310240161883,0.572289385316763
2014,4,0.745363332319854,0.63442982609364,197340,1,0,1,0,0,0.745363332319854,0.63442982609364
2014,5,0.635961007868095,0.629246101286885,180857,1,1,1,0,0,0.635961007868095,0.629246101286885
2014,6,0.562909327009937,0.571412818006247,212544,0,1,1,0,0,0.562909327009937,0.571412818006247
2014,7,0.620389154704944,0.593977665928233,235125,1,1,1,0,0,0.620389154704944,0.593977665928233
2014,8,0.619021294573434,0.56603489685951,222498,1,1,1,0,0,0.619021294573434,0.56603489685951
2014,9,0.635217549345996,0.616747780754999,173317,1,1,1,0,0,0.635217549345996,0.616747780754999
2014,10,0.716114171129781,0.655842068738814,157588,1,1,1,0,0,0.716114171129781,0.655842068738814
2014,11,0.663071491997488,0.585442394406693,184692,1,1,1,0,0,0.663071491997488,0.585442394406693
2014,12,0.592776987879826,0.51735257758725,215921,1,-1,1,0,0,0.592776987879826,0.51735257758725
2014,13,0.32880260657073,0.30912484077691,184150,0,-1,-1,0,0,0.32880260657073,0.30912484077691
2014,14,0,0.231056605846768,148351,-1,-1,-1,-1,-1,0.25,0.25
2014,15,1,0.567505474869342,128285,1,1,1,1,0,0.75,0.567505474869342
2014,16,0.577195222288422,0.584163933322612,176235,1,1,1,0,0,0.577195222288422,0.584163933322612
2014,17,0.432417858722455,0.396889398769063,165051,-1,-1,-1,0,0,0.432417858722455,0.396889398769063
2014,18,1,0.639552280647912,166076,1,1,1,1,0,0.75,0.639552280647912
2016,1,0.177984013912578,0.171628555739992,299010,-1,-1,-1,-1,-1,0.25,0.25
2016,2,0.0982286904612115,0.122965265471729,357645,0,-1,-1,-1,-1,0.25,0.25
2016,3,1,0.606310240161883,244893,1,1,1,1,0,0.75,0.606310240161883
2016,4,0.660562874251497,0.745363332319854,334000,1,1,1,0,0,0.660562874251497,0.745363332319854
2016,5,0.671644312198101,0.635961007868095,307843,1,1,1,0,0,0.671644312198101,0.635961007868095
2016,6,0.572377223983292,0.562909327009937,362469,1,0,1,0,0,0.572377223983292,0.562909327009937
2016,7,0.594668802799458,0.620389154704944,379502,1,1,1,0,0,0.594668802799458,0.620389154704944
2016,8,0.544257361784369,0.619021294573434,380818,0,1,1,0,0,0.544257361784369,0.619021294573434
2016,9,0.633408585541392,0.635217549345996,294565,1,1,1,0,0,0.633408585541392,0.635217549345996
2016,10,0.70168877966158,0.716114171129781,301105,1,1,1,0,0,0.70168877966158,0.716114171129781
2016,11,0.636678255927923,0.663071491997488,313221,1,1,1,0,0,0.636678255927923,0.663071491997488
2016,12,0.617618400685961,0.592776987879826,359204,1,1,1,0,0,0.617618400685961,0.592776987879826
2016,13,0,0.32880260657073,239316,-1,0,-1,-1,0,0.25,0.32880260657073
2016,14,0.256338627174534,0,343292,-1,-1,-1,0,-1,0.256338627174534,0.25
2016,15,0.605622928892094,1,314747,1,1,1,0,1,0.605622928892094,0.75
2016,16,0.556195281198991,0.577195222288422,303255,0,1,1,0,0,0.556195281198991,0.577195222288422
2016,17,0.461959858645673,0.432417858722455,293164,-1,-1,-1,0,0,0.461959858645673,0.432417858722455
2016,18,1,1,293684,1,1,1,1,1,0.75,0.75
2018,1,0.512595588814972,NA,329798,1,NA,NA,0,NA,0.512595588814972,NA
2018,2,0.209830578962482,NA,201982,-1,NA,NA,-1,NA,0.25,NA
2018,3,0.0661922031708101,NA,307997,-1,NA,NA,-1,NA,0.25,NA
2018,4,0.36477562456643,NA,332991,0,NA,NA,0,NA,0.36477562456643,NA
2018,5,0.348113312811358,NA,304714,0,NA,NA,0,NA,0.348113312811358,NA
2018,6,0.411240839153425,NA,301828,0,NA,NA,0,NA,0.411240839153425,NA
2018,7,0.448333006856024,NA,255250,0,NA,NA,0,NA,0.448333006856024,NA
2018,8,0.453579458910568,NA,248166,-1,NA,NA,0,NA,0.453579458910568,NA
2018,9,0.597456282363906,NA,248927,0,NA,NA,0,NA,0.597456282363906,NA
2018,10,0.513223586328698,NA,291033,1,NA,NA,0,NA,0.513223586328698,NA
2018,11,0.589760216727189,NA,277584,1,NA,NA,0,NA,0.589760216727189,NA
2018,12,0.660375114814329,NA,243872,1,NA,NA,0,NA,0.660375114814329,NA
2018,13,0.704922887399019,NA,253266,0,NA,NA,0,NA,0.704922887399019,NA
2018,14,0.579053462210781,NA,261437,0,NA,NA,0,NA,0.579053462210781,NA
2018,15,0.678423628331664,NA,243572,1,NA,NA,0,NA,0.678423628331664,NA
2018,16,0.521658694889712,NA,259457,1,NA,NA,0,NA,0.521658694889712,NA
2018,17,0.437426861069049,NA,325579,-1,NA,NA,0,NA,0.437426861069049,NA
2018,18,0,NA,231472,-1,NA,NA,-1,NA,0.25,NA
