"ID","ag-2016","ag-2020","auditor-2016","auditor-2020","gov-2018","gov-2022","president-2016","president-2020","senator-2016","senator-2018","senator-2022","treasurer-2016","treasurer-2020"
1,0.6615,0.672664504655299,0.684113766627014,0.633505044000859,0.733455321744434,0.737159811745447,0.635677601928519,0.640605937372916,0.624556645107448,0.728042435988983,0.690796915167095,0.710991957104558,0.652201727263034
2,0.5604,0.585754161066887,0.581909979589644,0.529274501484938,0.648500810372772,0.650774246128769,0.53605342794532,0.544542414107631,0.526868308907598,0.636372867587327,0.589627959413754,0.619245968172594,0.556653352953542
3,0.4636,0.51786083006401,0.484806334260646,0.454918896144934,0.580206854593389,0.605281941470378,0.456387757233887,0.490739803663597,0.43565794935658,0.558191403081914,0.52887475638527,0.522884882108183,0.482561166059344
4,0.4149,0.42963807943586,0.416503374700631,0.376375952582557,0.510023404904854,0.505402650356779,0.386578449905482,0.395733875063484,0.390062761506276,0.500508750508751,0.44886188072922,0.468979680069174,0.403928984136989
5,0.3531,0.353202479338843,0.324649085495534,0.314900314795383,0.421914742089734,0.420744844567559,0.308937147629985,0.337389717067235,0.323052796654469,0.402769293422928,0.371821592330138,0.362572482867686,0.34007048092869
6,0.3661,0.353165995248425,0.358790089027137,0.313886260906128,0.426969727856488,0.413747318966398,0.325271059216013,0.33238780265424,0.329351357015614,0.418346568926899,0.367147270854789,0.384245404018811,0.329029571012078
7,0.4915,0.461064310663653,0.495899456811162,0.42848167539267,0.522653392929703,0.476074367570863,0.445492227979275,0.437417788121016,0.461474816423622,0.524583502641203,0.456550733559044,0.500585168634961,0.439528633450486
8,0.3359,0.357245484400657,0.370523855063224,0.29250418760469,0.40281173594132,0.409160461083342,0.287369519832985,0.304405063291139,0.315688367129136,0.381195186620436,0.350277264325323,0.369572209713734,0.303193695562007
9,0.9344,0.937068699145123,0.931370537546163,0.934061405316299,0.959672528805336,0.959838138593829,0.95090834864258,0.942483660130719,0.930578011317704,0.95930762222897,0.945284742665719,0.937999590079934,0.930924438954087
10,0.4526,0.447101077475629,0.478807737025684,0.383342063907805,0.492484257566525,0.471336931066083,0.374329343788692,0.370845539953531,0.420896785109983,0.469842878864673,0.407836701200123,0.496768040690898,0.406191950464396
