"ID","ag-2017","ag-2021","gov-2017","gov-2021","lt-gov-2017","lt-gov-2021","president-2016","president-2020","president-2024","senator-2018","senator-2020","senator-2024"
1,0.42972972972973,0.41819273491444,0.447086199919061,0.416423467847439,0.427827827827828,0.417175457912121,0.427458928952422,0.466068881190137,0.47501272264631,0.491115196078431,0.47097678142514,0.482230453498849
2,0.488891112890312,0.448313819673772,0.509659148376656,0.444959210393796,0.477234063844691,0.443755004003203,0.47066950053135,0.51041028781384,0.498678593210002,0.536552991627527,0.520968871984786,0.513015618742491
3,0.682987884249524,0.645374449339207,0.699047811993517,0.640955562303877,0.675810973167801,0.637128266746771,0.6756813860131,0.694302634265877,0.675895765472313,0.722267453694281,0.703915089616502,0.689496345248824
4,0.658758758758759,0.629117853209172,0.669060382320218,0.62385600976205,0.657992192973676,0.625938908362544,0.664499213424227,0.681471694277874,0.66588618548305,0.70411376333164,0.686017415674107,0.678786057692308
5,0.442153722978383,0.402581807265086,0.449722081859525,0.396841364047883,0.433790411370233,0.397958162346111,0.44047619047619,0.458061889250814,0.437962869027087,0.486125280554989,0.476781425140112,0.45103144402163
6,0.382882882882883,0.343875100080064,0.389277389277389,0.333232658814054,0.366129516564908,0.336970667734508,0.363993627190653,0.387313889455435,0.377667140825036,0.421616656460502,0.414873386047443,0.406209313970956
7,0.518470317349084,0.480784627702162,0.527721570214488,0.473588709677419,0.515570241313708,0.477830047042338,0.511511936339523,0.534312225961048,0.514580988437532,0.568005709624796,0.539239239239239,0.53407496492283
8,0.750926018620482,0.732178614337205,0.763553760726906,0.727721276809989,0.750125137651417,0.73044175097666,0.777753872633391,0.784181483752299,0.754545454545455,0.800369685767098,0.763192149794733,0.748345035105316
9,0.311211211211211,0.257680376263384,0.313068986445478,0.249974851624585,0.302202202202202,0.256556556556557,0.28422043291854,0.287468290208016,0.277895801719777,0.347684809098294,0.339039039039039,0.329661526136591
10,0.543843843843844,0.516965268741868,0.551228886416507,0.51011168125566,0.532632632632633,0.512463710081089,0.540659105499679,0.59181799632728,0.542845343795168,0.6004498517534,0.592132919627665,0.549302838800281
11,0.66573230553609,0.653018320152167,0.678318852293393,0.647710115752391,0.666132746020623,0.649338942307692,0.682420066745613,0.709397344228805,0.676421751764218,0.719047132195072,0.695034040849019,0.674894641782059
