"ID","ag-2018","ag-2022","compt-2018","gov-2018","gov-2022","ltgov-2018","ltgov-2022","pres-2016","pres-2020","pres-2024","sc-2016","sc-2018","sc-2020","senator-2018","senator-2020","senator-2024","trea-2022"
1,0.281965212084223,0.234669931639629,0.262457791875576,0.254497675358803,0.228118051344249,0.294703669818034,0.232667210440457,0.2613272783569,0.278396436525612,0.250454086781029,0.258044554455445,0.195561139028476,0.27,0.28163347415007,0.270680521597392,0.2611795864317,0.223518668831169
2,0.377362345489835,0.375694016039482,0.341588737025999,0.332318928788801,0.375976463427006,0.369042769857434,0.376551441173454,0.340219224283305,0.391030844155844,0.384334785692573,0.30226253779585,0.264184961289638,0.3651,0.383173803526448,0.368890255149093,0.406243602865916,0.350071589282062
3,0.399589533093894,0.386184755592378,0.363148663984319,0.349308099308099,0.380348813628067,0.393152784874808,0.387100082034454,0.348753315649867,0.411117898594991,0.380086313193588,0.314019279128248,0.279961236136535,0.3787,0.405868710295452,0.382313761655907,0.409700194413179,0.35270684371808
4,0.398608553304686,0.386272286921571,0.360765353358708,0.345391728482878,0.378099382653578,0.393185064272597,0.386259073714344,0.355045775018415,0.409561510353228,0.374169817104322,0.316228619107217,0.278683251125885,0.3736,0.406064269164904,0.378623928133932,0.399103139013453,0.350127226463104
5,0.423529411764706,0.396920533223106,0.390236350500568,0.373500101688021,0.390832572761383,0.41838400326464,0.399116952459185,0.380483252099969,0.417848460291734,0.390797608188913,0.355236999058282,0.303856096510125,0.3992,0.427866209953657,0.398197460057354,0.419226451678743,0.366318377381684
6,0.396758641911991,0.381923594575008,0.362627101058311,0.347578347578348,0.376899696048632,0.389423076923077,0.385698140347272,0.351764582678814,0.401360544217687,0.383636918693396,0.331761006289308,0.280279419666846,0.3818,0.40114930940619,0.382262369123383,0.412108174554395,0.354279856483854
7,0.677910661351324,0.66224279835391,0.616654628005366,0.611400020393596,0.659384208921858,0.665170373393185,0.663758595915016,0.667651715039578,0.659868087265348,0.620597322348095,0.590299601927509,0.524939037907338,0.62,0.685144124168514,0.623605282014536,0.64944953184484,0.621533108177259
8,0.417330067360686,0.357962697274032,0.389419619928094,0.380054727880815,0.35784462675985,0.410501679047522,0.359766704185,0.394583333333333,0.406788247213779,0.360016212382207,0.369777593016005,0.304796341593109,0.3914,0.420644511581067,0.390769230769231,0.384276793940014,0.335750766087845
9,0.504328343008453,0.432786885245902,0.486469801419899,0.465170356890102,0.434561884455275,0.494417377182298,0.429114834995374,0.484528614301977,0.456376518218624,0.399677028663706,0.47274622199062,0.388877050926912,0.4545,0.504577925344602,0.447747377082905,0.440102827763496,0.410468604530878
10,0.42887997531626,0.410213997725628,0.386973180076628,0.376352869103533,0.400669982742869,0.42688315692118,0.407502569373073,0.38909515222234,0.424714751426243,0.385389148547043,0.348524902188855,0.30369327412542,0.3913,0.436919660880097,0.397213971115436,0.401923667246495,0.370847388326689
11,0.355946140404975,0.340016450750565,0.32436627004656,0.316737935247404,0.331744905201257,0.359827479975354,0.335765673175745,0.315960570469799,0.347388742125584,0.326135442011354,0.293372731110173,0.248715753424658,0.3306,0.360149389320682,0.332445173191228,0.345240532241556,0.312820512820513
12,0.416341613631698,0.394043171440432,0.384232365145228,0.373193568084673,0.388939624556063,0.408974490318615,0.397751882025369,0.374973667579524,0.41010778930242,0.379212630300577,0.348478488982162,0.298565003212679,0.3849,0.425978217022993,0.385699588477366,0.40629485339348,0.36389773077318
